CSMA_CD_episodes,CSMA_CD_low,CSMA_CD_median,CSMA_CD_high,STR_episodes,STR_low,STR_median,STR_high,RR_episodes,RR_low,RR_median,RR_high,NoneBlind_episodes,NoneBlind_low,NoneBlind_median,NoneBlind_high,NoneSeeing_episodes,NoneSeeing_low,NoneSeeing_median,NoneSeeing_high
7250,4.266666666666666,7.386666666666667,12.266666666666667,7250,1.68,4.96,10.080000000000002,7250,5.013333333333334,8.266666666666667,13.146666666666668,7250,4.666666666666667,9.466666666666667,15.973333333333334,7250,10.266666666666666,15.946666666666667,21.52
7500,3.76,7.546666666666667,11.866666666666665,7500,1.8133333333333335,5.706666666666667,10.826666666666668,7500,5.493333333333333,9.493333333333334,14.32,7500,3.173333333333333,7.146666666666667,11.706666666666667,7500,13.546666666666669,20.05333333333333,26.933333333333337
7750,4.773333333333334,8.933333333333334,13.973333333333334,7750,4.08,8.053333333333335,12.613333333333333,7750,7.066666666666666,11.866666666666667,16.88,7750,4.933333333333334,8.133333333333333,11.866666666666667,7750,15.333333333333332,22.24,29.76
8000,6.506666666666667,11.52,16.48,8000,4.426666666666666,8.8,13.786666666666667,8000,8.506666666666666,12.986666666666668,18.053333333333335,8000,5.626666666666667,9.573333333333332,13.84,8000,16.133333333333333,24.346666666666664,32.24
8250,7.306666666666666,12.373333333333333,18.53333333333333,8250,6.026666666666667,11.52,16.4,8250,8.533333333333331,13.946666666666667,21.28,8250,5.066666666666667,10.72,16.746666666666666,8250,18.48,28.4,38.08
8500,6.613333333333334,11.12,16.906666666666666,8500,8.586666666666668,14.64,19.893333333333334,8500,8.72,13.546666666666669,22.26666666666667,8500,8.453333333333333,15.386666666666668,22.346666666666668,8500,18.58666666666667,28.293333333333333,36.8
8750,7.413333333333334,12.96,19.013333333333335,8750,10.666666666666668,17.333333333333336,23.46666666666667,8750,8.586666666666668,13.706666666666667,21.386666666666667,8750,7.120000000000001,14.986666666666668,23.733333333333334,8750,16.853333333333335,25.893333333333334,36.56
9000,8.853333333333332,14.346666666666668,20.08,9000,12.133333333333335,19.68,26.58666666666667,9000,9.2,14.506666666666668,20.773333333333333,9000,5.413333333333334,11.226666666666667,19.226666666666667,9000,16.16,25.973333333333336,35.46666666666666
9250,9.36,14.906666666666668,21.14666666666667,9250,9.84,16.186666666666667,22.853333333333335,9250,9.12,13.813333333333334,18.933333333333337,9250,3.866666666666667,9.386666666666668,16.133333333333333,9250,15.253333333333334,24.08,35.86666666666667
9500,10.533333333333335,16.373333333333335,23.92,9500,8.16,14.96,22.88,9500,7.2266666666666675,12.373333333333337,18.56,9500,6.133333333333334,12.426666666666668,18.426666666666666,9500,16.42666666666667,26.96,37.92
9750,12.213333333333335,19.2,27.333333333333336,9750,11.946666666666667,18.08,25.28,9750,8.266666666666667,14.026666666666667,19.866666666666667,9750,5.653333333333334,10.986666666666668,15.866666666666665,9750,15.173333333333336,24.026666666666667,34.10666666666667
10000,13.013333333333334,19.733333333333334,28.24,10000,13.76,21.2,28.746666666666666,10000,8.026666666666667,13.44,19.600000000000005,10000,7.653333333333333,13.653333333333334,19.866666666666667,10000,17.04,27.573333333333334,37.84
10250,14.08,21.253333333333337,28.613333333333337,10250,16.48,24.21333333333333,32.42666666666667,10250,8.346666666666668,13.706666666666667,19.866666666666664,10250,7.44,13.013333333333334,20.08,10250,21.41333333333333,35.46666666666667,47.44
10500,12.88,21.386666666666663,30.08,10500,16.506666666666668,24.21333333333333,32.346666666666664,10500,7.76,12.96,19.573333333333334,10500,7.573333333333334,14.693333333333333,21.973333333333336,10500,20.16,32.186666666666675,45.97333333333333
10750,14.026666666666666,22.026666666666667,30.05333333333333,10750,19.14666666666667,26.986666666666668,33.6,10750,11.626666666666667,16.69333333333333,23.733333333333334,10750,5.546666666666667,12.186666666666667,19.706666666666667,10750,22.293333333333337,35.2,47.12
11000,12.426666666666668,20.42666666666667,28.106666666666666,11000,21.333333333333332,30.213333333333335,37.65333333333333,11000,13.226666666666668,18.826666666666668,24.50666666666667,11000,5.306666666666667,11.28,18.98666666666667,11000,22.293333333333337,35.12,47.17333333333333
11250,13.28,20.96,29.706666666666663,11250,24.426666666666666,32.98666666666667,40.98666666666667,11250,15.333333333333336,21.546666666666667,28.746666666666663,11250,3.2,7.6000000000000005,14.64,11250,26.373333333333335,38.586666666666666,50.10666666666666
11500,16.48,25.54666666666667,35.33333333333333,11500,25.84,33.946666666666665,41.493333333333325,11500,15.76,22.56,29.84,11500,7.1466666666666665,12.826666666666668,19.12,11500,19.44,32.586666666666666,46.186666666666675
11750,16.186666666666667,25.653333333333332,34.24,11750,29.573333333333334,37.2,44.053333333333335,11750,15.786666666666665,22.4,29.866666666666667,11750,9.466666666666669,16.346666666666668,23.786666666666665,11750,13.866666666666667,26.933333333333337,41.333333333333336
12000,17.52,27.28,37.97333333333333,12000,29.013333333333332,37.946666666666665,45.36,12000,17.573333333333334,24.506666666666668,31.36,12000,10.933333333333332,17.386666666666667,24.906666666666663,12000,19.733333333333327,34.64,50.13333333333333
12250,18.8,28.186666666666664,39.093333333333334,12250,28.106666666666666,38.053333333333335,46.93333333333333,12250,19.04,26.48,32.96,12250,9.866666666666667,18.56,28.64,12250,17.653333333333332,30.56,42.69333333333333
12500,19.36,29.173333333333332,38.72,12500,23.12,37.2,47.65333333333333,12500,19.493333333333332,28.16,36.32,12500,7.920000000000001,16.880000000000003,26.986666666666665,12500,16.24,28.293333333333337,40.18666666666667
12750,21.28,30.96,42.69333333333333,12750,24.96,39.25333333333333,50.90666666666667,12750,21.04,29.493333333333336,37.6,12750,6.453333333333334,15.306666666666668,25.73333333333333,12750,19.413333333333334,32.10666666666667,45.57333333333334
13000,18.506666666666664,29.30666666666667,40.986666666666665,13000,25.6,42.18666666666667,53.84,13000,20.533333333333335,31.333333333333336,40.08,13000,4.4,9.466666666666667,18.64,13000,20.453333333333337,35.78666666666666,48.24
13250,24.133333333333336,35.013333333333335,45.44,13250,28.746666666666666,43.04,53.46666666666667,13250,18.826666666666664,30.24,39.973333333333336,13250,5.333333333333334,11.866666666666667,19.173333333333332,13250,21.36,35.2,48.66666666666667
13500,25.013333333333335,36.13333333333333,47.04,13500,29.44,42.32,55.22666666666667,13500,19.2,31.199999999999996,40.64,13500,6.453333333333334,12.666666666666666,19.546666666666667,13500,16.53333333333333,30.85333333333333,45.30666666666667
13750,23.386666666666663,35.73333333333333,46.906666666666666,13750,28.72,39.89333333333333,52.56,13750,17.57333333333333,26.533333333333335,34.50666666666667,13750,6.613333333333333,13.653333333333332,20.96,13750,16.58666666666667,29.76,43.946666666666665
14000,26.026666666666667,40.4,53.25333333333334,14000,26.346666666666668,39.28,52.69333333333333,14000,14.453333333333333,22.053333333333335,29.706666666666667,14000,4.693333333333334,10.4,18.48,14000,10.986666666666666,25.12,42.37333333333333
14250,26.16,39.68,52.74666666666667,14250,30.96,43.013333333333335,53.86666666666667,14250,15.92,23.066666666666663,30.053333333333335,14250,6.746666666666666,15.760000000000002,23.89333333333333,14250,11.36,23.893333333333334,37.946666666666665
14500,27.28,39.84,55.81333333333333,14500,33.14666666666667,46.4,57.75999999999999,14500,15.52,23.38666666666667,30.64,14500,2.8,9.066666666666668,17.973333333333336,14500,8.48,18.533333333333335,32.48
14750,32.346666666666664,47.57333333333334,61.28,14750,28.426666666666666,41.62666666666667,53.84,14750,16.506666666666664,24.16,31.52,14750,3.68,9.36,19.466666666666665,14750,8.32,19.173333333333336,33.653333333333336
15000,32.96,48.4,61.49333333333333,15000,30.293333333333337,44.24,57.2,15000,19.89333333333333,28.10666666666667,35.12,15000,6.053333333333334,13.84,24.213333333333335,15000,9.6,21.093333333333334,35.493333333333325
15250,25.573333333333334,39.62666666666667,55.73333333333333,15250,34.8,47.89333333333334,61.14666666666666,15250,19.44,28.613333333333337,37.226666666666674,15250,9.493333333333332,17.62666666666667,27.62666666666667,15250,13.226666666666668,26.0,40.10666666666667
15500,25.866666666666667,40.48,55.28,15500,34.61333333333334,49.306666666666665,60.50666666666667,15500,19.30666666666667,29.066666666666666,36.72,15500,12.746666666666668,22.586666666666666,32.026666666666664,15500,12.746666666666666,24.8,38.93333333333333
15750,24.906666666666666,39.68,55.68,15750,35.41333333333333,48.32,60.61333333333333,15750,20.053333333333335,29.013333333333335,37.78666666666666,15750,5.6000000000000005,15.413333333333334,27.493333333333332,15750,12.533333333333331,25.280000000000005,40.69333333333333
16000,26.453333333333337,43.04,57.14666666666667,16000,37.62666666666667,51.70666666666667,63.43999999999999,16000,20.53333333333333,30.960000000000004,39.76,16000,3.8133333333333335,11.306666666666667,22.72,16000,8.933333333333334,20.026666666666664,36.053333333333335
16250,30.85333333333333,46.186666666666675,60.29333333333334,16250,38.48,53.14666666666667,65.97333333333334,16250,19.093333333333337,31.013333333333335,39.89333333333333,16250,3.253333333333333,8.133333333333335,18.0,16250,5.52,16.000000000000004,33.84
16500,29.52,45.306666666666665,59.73333333333333,16500,39.6,54.42666666666667,66.90666666666667,16500,16.13333333333333,29.12,40.64,16500,3.76,8.986666666666666,15.2,16500,6.506666666666666,16.186666666666667,32.02666666666667
16750,26.48,43.22666666666667,58.16,16750,42.66666666666667,58.0,70.24,16750,18.426666666666666,31.253333333333337,41.78666666666666,16750,6.533333333333334,12.933333333333334,21.62666666666667,16750,5.146666666666667,13.946666666666667,26.453333333333333
17000,25.36,40.82666666666666,56.373333333333335,17000,40.16,56.93333333333334,69.57333333333334,17000,19.30666666666667,30.373333333333335,41.78666666666667,17000,7.626666666666667,16.000000000000004,28.24,17000,7.920000000000001,17.84,32.85333333333333
17250,19.813333333333333,36.32,54.56,17250,39.493333333333325,59.14666666666667,72.18666666666667,17250,16.293333333333333,27.973333333333333,38.08,17250,6.960000000000001,14.293333333333335,24.133333333333336,17250,15.28,27.973333333333336,41.57333333333333
17500,22.58666666666667,38.4,54.82666666666666,17500,46.906666666666666,62.56,75.01333333333335,17500,13.84,26.133333333333336,39.17333333333334,17500,3.306666666666667,8.933333333333332,18.586666666666666,17500,14.88,27.973333333333333,44.18666666666667
17750,22.16,38.48,54.266666666666666,17750,34.506666666666675,53.52,70.10666666666665,17750,13.466666666666665,23.546666666666663,34.74666666666667,17750,2.853333333333333,6.88,15.36,17750,8.293333333333335,19.813333333333336,36.693333333333335
18000,25.173333333333336,43.14666666666666,62.74666666666666,18000,30.773333333333333,51.09333333333333,69.44,18000,13.893333333333334,24.453333333333337,34.85333333333333,18000,2.2933333333333334,7.44,15.573333333333334,18000,4.613333333333334,12.16,26.4
18250,34.66666666666667,53.06666666666666,68.96,18250,29.866666666666667,47.946666666666665,63.919999999999995,18250,14.106666666666666,22.506666666666664,31.44,18250,2.8266666666666667,8.293333333333335,17.253333333333337,18250,4.8533333333333335,13.28,28.026666666666667
18500,29.386666666666667,48.24000000000001,67.06666666666668,18500,35.46666666666666,51.28,66.88,18500,10.693333333333332,20.453333333333337,30.506666666666668,18500,4.906666666666667,10.666666666666666,19.173333333333332,18500,5.04,13.306666666666668,28.186666666666667
18750,20.58666666666667,37.013333333333335,58.56,18750,36.586666666666666,55.12,70.21333333333334,18750,15.44,25.706666666666663,35.36,18750,3.36,8.933333333333334,17.28,18750,4.826666666666667,12.533333333333331,24.96
19000,17.573333333333334,36.693333333333335,55.97333333333333,19000,36.56,52.37333333333333,68.56,19000,16.4,26.106666666666666,35.973333333333336,19000,2.4,7.626666666666666,16.213333333333335,19000,8.026666666666667,18.453333333333333,34.56
19250,24.08,43.306666666666665,62.4,19250,35.093333333333334,53.76,70.64,19250,15.6,24.346666666666668,33.14666666666667,19250,2.826666666666667,8.56,19.12,19250,12.373333333333331,26.293333333333333,40.29333333333333
19500,34.24,54.72,71.57333333333332,19500,36.13333333333333,54.96,71.78666666666668,19500,15.226666666666668,25.36,36.0,19500,3.7600000000000007,9.546666666666669,17.84,19500,7.2266666666666675,17.253333333333334,32.720000000000006
19750,31.41333333333333,52.48,69.76,19750,30.8,49.49333333333333,69.28,19750,14.693333333333332,25.493333333333332,37.62666666666667,19750,4.0,9.866666666666667,19.546666666666663,19750,2.506666666666667,9.84,21.94666666666667
20000,34.18666666666667,55.12,73.6,20000,39.46666666666666,60.506666666666675,76.96,20000,13.546666666666669,25.68,37.866666666666674,20000,4.986666666666667,10.773333333333335,20.986666666666665,20000,2.906666666666667,8.8,18.666666666666668
20250,30.16,50.74666666666666,70.29333333333334,20250,34.266666666666666,53.70666666666667,73.49333333333333,20250,12.106666666666666,23.84,36.186666666666675,20250,2.9333333333333336,8.053333333333333,16.906666666666666,20250,4.346666666666667,11.893333333333334,25.893333333333334
20500,25.280000000000005,47.76,68.82666666666665,20500,27.573333333333334,45.09333333333333,65.33333333333333,20500,13.840000000000002,26.64,38.64,20500,3.7866666666666666,10.0,17.44,20500,6.986666666666666,18.293333333333333,34.56
20750,12.96,30.506666666666664,52.266666666666666,20750,28.16,46.98666666666667,66.93333333333334,20750,11.573333333333334,23.040000000000003,34.93333333333334,20750,2.7733333333333334,7.253333333333333,14.293333333333335,20750,6.64,15.946666666666667,30.16
21000,16.533333333333335,34.93333333333333,57.12,21000,32.32,51.36,72.48,21000,11.973333333333334,22.32,32.74666666666667,21000,1.84,6.0,12.693333333333332,21000,8.186666666666667,20.56,34.453333333333326
21250,15.573333333333334,30.96,51.84,21250,38.61333333333333,58.66666666666667,78.02666666666667,21250,10.026666666666666,20.56,31.81333333333333,21250,2.72,7.893333333333333,15.600000000000001,21250,3.546666666666667,11.92,25.813333333333333
21500,15.493333333333334,30.933333333333334,52.08,21500,38.96,58.16,76.96,21500,10.0,21.12,32.18666666666667,21500,2.506666666666667,7.226666666666666,14.666666666666664,21500,1.68,5.786666666666668,16.453333333333337
21750,16.453333333333337,30.50666666666667,50.05333333333334,21750,35.33333333333333,54.48,73.81333333333335,21750,11.946666666666665,23.386666666666663,35.09333333333333,21750,3.12,8.266666666666666,17.333333333333336,21750,2.186666666666667,6.8,17.786666666666665
22000,17.946666666666673,34.48,54.74666666666667,22000,31.786666666666665,52.32,73.73333333333335,22000,12.026666666666667,24.24,36.186666666666675,22000,2.64,7.173333333333334,15.226666666666668,22000,3.4933333333333336,10.773333333333333,22.56
22250,15.12,31.76,51.626666666666665,22250,34.72,54.10666666666667,75.04,22250,12.133333333333333,23.04,35.76,22250,5.1466666666666665,12.186666666666667,21.413333333333334,22250,5.76,14.986666666666668,28.293333333333337
22500,9.973333333333333,23.92,42.48,22500,32.02666666666667,50.453333333333326,70.61333333333334,22500,14.453333333333333,25.12,38.186666666666675,22500,4.133333333333334,11.466666666666669,22.24,22500,6.96,17.36,31.546666666666663
22750,7.92,20.0,38.053333333333335,22750,34.34666666666667,57.17333333333333,79.54666666666667,22750,13.173333333333332,25.306666666666665,37.01333333333333,22750,6.826666666666666,15.813333333333334,29.28,22750,2.2933333333333334,7.28,17.546666666666667
23000,8.533333333333331,22.08,41.36,23000,41.28,63.01333333333333,82.10666666666665,23000,13.546666666666669,24.42666666666667,37.626666666666665,23000,5.733333333333334,13.119999999999997,23.253333333333337,23000,2.586666666666667,8.906666666666666,18.826666666666668
23250,8.666666666666668,22.24,41.626666666666665,23250,31.546666666666667,53.38666666666667,77.2,23250,13.706666666666667,24.293333333333333,38.053333333333335,23250,4.693333333333334,11.76,22.58666666666667,23250,3.013333333333333,8.906666666666668,20.24
23500,5.333333333333334,15.706666666666667,34.48,23500,34.93333333333333,52.50666666666667,73.57333333333334,23500,11.2,22.293333333333337,35.6,23500,3.84,9.146666666666668,18.213333333333335,23500,4.026666666666667,13.093333333333332,27.30666666666667
23750,4.533333333333333,14.693333333333333,30.453333333333337,23750,27.013333333333335,47.28,69.54666666666665,23750,6.586666666666666,16.88,32.82666666666667,23750,2.026666666666667,7.066666666666668,15.76,23750,4.186666666666666,11.76,24.32
24000,3.68,10.08,24.10666666666667,24000,35.65333333333333,58.93333333333333,79.97333333333333,24000,4.1066666666666665,10.026666666666667,23.173333333333332,24000,3.76,9.413333333333332,16.666666666666668,24000,2.48,9.04,20.88
24250,4.4,11.866666666666667,25.066666666666663,24250,41.70666666666667,62.506666666666675,82.93333333333334,24250,5.68,13.013333333333332,23.973333333333336,24250,2.906666666666667,8.186666666666667,15.866666666666665,24250,2.7466666666666666,8.426666666666668,21.52
24500,7.386666666666667,18.88,36.96,24500,43.09333333333333,63.33333333333334,83.62666666666665,24500,5.333333333333334,13.466666666666667,23.626666666666672,24500,3.68,9.253333333333334,16.133333333333333,24500,2.026666666666667,7.28,17.89333333333333
24750,10.4,22.586666666666666,39.12,24750,42.37333333333333,66.90666666666667,85.25333333333334,24750,6.026666666666667,13.946666666666667,23.093333333333337,24750,1.6,6.186666666666666,13.466666666666667,24750,3.76,12.186666666666667,26.05333333333333
